modelo,representacao,protocolo_features,subset_features,variante,features_usadas,n_features,thr,f1,precision,recall,false_alarm_rate,accuracy,balanced_accuracy,mcc,avg_precision,objective_score,tp,fp,fn,tn
KAN (pykan),len,current,current_full_6,"width=[6,8,2],grid=3,k=3,steps=25","js, fro, rare, cos, euclid, avg_pool",6,0.5,0.6386301369863014,0.9991427346763824,0.46929736259311455,2.5613441934327136e-05,0.9682363848719462,0.7346358745755901,0.6734571227316855,0.6648446573499858,0.8222801409255219,2331.0,2.0,2636.0,78082.0
KAN (pykan),composite,current,current_pair_cos_euclid,"width=[2,8,2],grid=3,k=3,steps=25","cos, euclid",2,0.5,0.6337600633496107,0.9199233716475096,0.48339037648479966,0.0026766046821371857,0.9665867960650685,0.7403568859013312,0.6533647298428374,0.6932657001777613,0.8179124731861954,2401.0,209.0,2566.0,77875.0
XGBoost,idle,legacy,legacy_mv,xgb,"js, fro, d_js, d_fro, rare",5,0.5,0.6107142857142857,0.5727128503437334,0.6541171733440708,0.031043491624404486,0.9501270303789238,0.8115368408598331,0.5856691816979646,0.71857221331648,0.8027332738607024,3249.0,2424.0,1718.0,75660.0
One-Class SVM,composite,current,current_pair_cos_euclid,ocsvm,"cos, euclid",2,0.11956390826388874,0.5994397759103642,0.5302772185225337,0.6893497080732837,0.0388427846934071,0.9449013256914426,0.8252534616899383,0.5760593912012945,0.6598116017510738,0.7921581666901564,3424.0,3033.0,1543.0,75051.0
XGBoost,idle,current,current_full_6,xgb,"js, fro, rare, cos, euclid, avg_pool",6,0.5,0.581081081081081,0.5736707867372964,0.5886853231326756,0.027829004661646433,0.9492360116073256,0.7804281592355147,0.5541192071046086,0.6354193596651646,0.7664479692583834,2924.0,2173.0,2043.0,75911.0
One-Class SVM,composite,current,current_full_6,ocsvm,"js, fro, rare, cos, euclid, avg_pool",6,0.06604920911088719,0.574885721968271,0.5180936995153473,0.6456613650090598,0.038202448645048924,0.9428905130582413,0.8037294581820054,0.5484621700708097,0.5723067154189732,0.7624472294880053,3207.0,2983.0,1760.0,75101.0
TEDA,idle,legacy,legacy_univar_fro,legacy_univar_fro,fro,1,2.4,0.5832857957786651,1.0,0.4117173344070868,0.0,0.9648167993160829,0.7058586672035434,0.6299731048851124,0.635236994386528,0.759750462579551,2045.0,0.0,2922.0,78084.0
XGBoost,idle,current,current_geom_4,xgb,"js, fro, cos, euclid",4,0.5,0.5710657419165771,0.5546489563567363,0.5884839943627944,0.030057374109932894,0.947128872620438,0.7792133101264307,0.5431904808652589,0.6341185474492433,0.7553489885097082,2923.0,2347.0,2044.0,75737.0
KAN (pykan),idle,legacy,legacy_mv,"width=[5,8,2],grid=3,k=3,steps=25","js, fro, d_js, d_fro, rare",5,0.5,0.5763519193051274,0.9474896361123906,0.4141332796456614,0.0014599661902566466,0.9635886383065827,0.7063366567277023,0.6133155958917091,0.5245316272887048,0.7524250953204632,2057.0,114.0,2910.0,77970.0
Random Forest,idle,current,current_pair_js_fro,rf,"js, fro",2,0.5,0.569078947368421,0.6248495063809294,0.5224481578417556,0.019952871266840838,0.9526796787516104,0.7512476432874573,0.5466963018234801,0.5606596275173559,0.7499073532468911,2595.0,1558.0,2372.0,76526.0
Random Forest,idle,current,current_pair_rare_avg_pool,rf,"rare, avg_pool",2,0.5,0.5656726837538646,0.5604743083003952,0.5709683913831286,0.028482147430971775,0.9475623412120263,0.7712431219760785,0.5377981867259451,0.6078855693145826,0.7485147126470442,2836.0,2224.0,2131.0,75860.0
Random Forest,idle,current,current_univar_avg_pool,rf,avg_pool,1,0.5,0.5645980675366071,0.5587539432176656,0.5705657338433662,0.028661441524512065,0.9473696885046538,0.7709521461594271,0.5366266590725602,0.6077146555423811,0.7473045995428846,2834.0,2238.0,2133.0,75846.0
XGBoost,idle,current,current_univar_cos,xgb,cos,1,0.5,0.5645528455284553,0.6115547205260686,0.5242601167706865,0.021182316479688542,0.9516321296552721,0.7515389001454991,0.5408995410847066,0.5828826791265982,0.7450237597969391,2604.0,1654.0,2363.0,76430.0
Random Forest,idle,current,current_univar_cos,rf,cos,1,0.5,0.5655775425678785,0.6598657718120805,0.494866116368029,0.01622611546539624,0.9545339610600715,0.7393200004513164,0.5483605213914461,0.5388102912465544,0.744728402267819,2458.0,1267.0,2509.0,76817.0
XGBoost,composite,current,current_full_6,xgb,"js, fro, rare, cos, euclid, avg_pool",6,0.5,0.551104059235753,0.4102766020277586,0.8391383128649084,0.07672506531427693,0.9182430073087621,0.8812066237753158,0.5517637020616684,0.8120698442486268,0.744551942319585,4168.0,5991.0,799.0,72093.0
XGBoost,idle,current,current_pair_cos_euclid,xgb,"cos, euclid",2,0.5,0.5572555354936805,0.5277177825773938,0.5902959532917254,0.0336048358178372,0.9439019397719474,0.7783455587369441,0.5283533170917293,0.6388494597363125,0.7400802326416734,2932.0,2624.0,2035.0,75460.0
KAN (pykan),idle,current,current_univar_cos,"width=[1,8,2],grid=3,k=3,steps=25",cos,1,0.5,0.5646582863748013,1.0,0.3933964163478961,0.0,0.9637210870429014,0.6966982081739481,0.6154514960313393,0.5658928751337865,0.7388328384182883,1954.0,0.0,3013.0,78084.0
Random Forest,idle,current,current_univar_fro,rf,fro,1,0.5,0.5558566696778079,0.5542433947157727,0.5574793638010872,0.028520567593873263,0.9467194856172713,0.764479398103607,0.5275193212989482,0.596772393204441,0.736994320545854,2769.0,2227.0,2198.0,75857.0
Random Forest,idle,current,current_univar_euclid,rf,euclid,1,0.5,0.5558566696778079,0.5542433947157727,0.5574793638010872,0.028520567593873263,0.9467194856172713,0.764479398103607,0.5275193212989482,0.596772393204441,0.736994320545854,2769.0,2227.0,2198.0,75857.0
Random Forest,idle,legacy,legacy_univar_fro,rf,fro,1,0.5,0.5563831988412994,0.5722494147690999,0.5413730622105899,0.02574150914399877,0.948369074424149,0.7578157765332956,0.5292243593284802,0.555076065250671,0.7368276147742236,2689.0,2010.0,2278.0,76074.0
XGBoost,composite,current,current_geom_4,xgb,"js, fro, cos, euclid",4,0.5,0.5349316834235628,0.3934022182197365,0.8355143950070465,0.08195020746887967,0.9131136289749672,0.8767820937690833,0.5366210658897144,0.8092445746242884,0.7254446342517258,4150.0,6399.0,817.0,71685.0
XGBoost,idle,current,current_pair_rare_avg_pool,xgb,"rare, avg_pool",2,0.5,0.5258190398402759,0.4786847323198942,0.5832494463458828,0.04040520465140106,0.9370868502486424,0.7714221208472409,0.49523501067845993,0.6113982816835853,0.7045327484240957,2897.0,3155.0,2070.0,74929.0
One-Class SVM,len,current,current_pair_cos_euclid,ocsvm,"cos, euclid",2,0.08479123841675507,0.5192395995959225,0.4773725092874029,0.5691564324541977,0.039636801393371245,0.9369664423065346,0.7647598155304132,0.48794078441183764,0.5710633582655134,0.6965566729908458,2827.0,3095.0,2140.0,74989.0
Random Forest,composite,current,current_univar_cos,rf,cos,1,0.5,0.5169817634264681,0.442249892657793,0.6221058989329575,0.049907791609036425,0.9304764542269208,0.7860990536619605,0.48880942555989043,0.5327860082496323,0.6960387997787955,3090.0,3897.0,1877.0,74187.0
Random Forest,composite,current,current_pair_js_fro,rf,"js, fro",2,0.5,0.5176898068464334,0.49298852668002185,0.5449969800684518,0.035653911172583375,0.9392662340007947,0.7546715344479342,0.4860644795530095,0.43894638545659215,0.6938788215480127,2707.0,2784.0,2260.0,75300.0
XGBoost,idle,current,current_univar_avg_pool,xgb,avg_pool,1,0.5,0.5074028914823201,0.4471220260936301,0.5864707066639823,0.04612980892372317,0.9318972679437936,0.7701704488701295,0.4765471272899291,0.6101869959171985,0.6838000705765493,2913.0,3602.0,2054.0,74482.0
Random Forest,len,legacy,legacy_mv,rf,"js, fro, d_js, d_fro, rare",5,0.5,0.49520328917313844,0.36635766705291617,0.7638413529293336,0.08403770298652732,0.9068644567795692,0.8399018249714032,0.487936500502965,0.7504365511461787,0.6757655493707047,3794.0,6562.0,1173.0,71522.0
XGBoost,idle,current,current_univar_fro,xgb,fro,1,0.5,0.49804786963164144,0.43052090975788704,0.5906986108314878,0.049702884073561805,0.9287907430374107,0.770497863378963,0.4674217965523779,0.6058375322490621,0.6732763260506356,2934.0,3881.0,2033.0,74203.0
XGBoost,idle,current,current_univar_euclid,xgb,euclid,1,0.5,0.49804786963164144,0.43052090975788704,0.5906986108314878,0.049702884073561805,0.9287907430374107,0.770497863378963,0.4674217965523779,0.6058375322490621,0.6732763260506356,2934.0,3881.0,2033.0,74203.0
XGBoost,idle,current,current_pair_js_fro,xgb,"js, fro",2,0.5,0.49162381821197554,0.4179946410943449,0.5967384739279243,0.05285333743148404,0.926189931487881,0.7719425682482202,0.46151845923957313,0.61229274941861,0.6661107921730112,2964.0,4127.0,2003.0,73957.0
XGBoost,idle,legacy,legacy_univar_fro,xgb,fro,1,0.5,0.4774311317623631,0.4060691601976006,0.5792228709482585,0.05389068182982429,0.9241670780604688,0.7626660945592172,0.4459462969891458,0.6073010313567798,0.649235916761729,2877.0,4208.0,2090.0,73876.0
Isolation Forest,composite,legacy,legacy_mv,iforest,"js, fro, d_js, d_fro, rare",5,0.19554486514080996,0.4664331582019848,0.36580061806111935,0.6434467485403664,0.07096204087905332,0.9119577127307317,0.7862423538306565,0.4424615227720106,0.44756809421292704,0.6381570323519803,3196.0,5541.0,1771.0,72543.0
Random Forest,composite,current,current_univar_js,rf,js,1,0.5,0.4655352232862426,0.4399641577060932,0.4942621300583853,0.04002100302238615,0.9321260430337985,0.7271205635179996,0.43025693456782044,0.38503376871360523,0.6333080131079074,2455.0,3125.0,2512.0,74959.0
Isolation Forest,len,legacy,legacy_mv,iforest,"js, fro, d_js, d_fro, rare",5,0.19580393512728,0.4608192694715157,0.3799320616671022,0.5854640628145762,0.06078069771015829,0.9180623953956003,0.7623416825522089,0.4301343634672324,0.2985255763844804,0.6301314459110126,2908.0,4746.0,2059.0,73338.0
KAN (pykan),len,current,current_pair_cos_euclid,"width=[2,8,2],grid=3,k=3,steps=25","cos, euclid",2,0.5,0.4619187393789588,0.9926958831341302,0.30098651097241796,0.00014087393063879925,0.9580619137638319,0.6504228185208896,0.5346390415107541,0.5336921538900214,0.6244751381334576,1495.0,11.0,3472.0,78073.0
ANN (MLP),composite,current,current_univar_cos,mlp,cos,1,0.5,0.4414976599063962,0.9805959805959806,0.28488020938192066,0.0003585881870805799,0.9568939567253856,0.64226081059742,0.5163496038865357,0.5826622473723468,0.601937356690273,1415.0,28.0,3552.0,78056.0
Random Forest,composite,current,current_pair_rare_avg_pool,rf,"rare, avg_pool",2,0.5,0.43332476875642345,0.31817753042165836,0.6790819408093417,0.09256697915065827,0.8937761134724447,0.7932574808293418,0.4167874078651633,0.3907821793370149,0.5992406962610285,3373.0,7228.0,1594.0,70856.0
Random Forest,composite,current,current_univar_avg_pool,rf,avg_pool,1,0.5,0.4323609098355491,0.3146551724137931,0.6907590094624522,0.09570462578761334,0.8915244849550277,0.7975271918374194,0.41781372798020183,0.37807005234731667,0.5982460887692393,3431.0,7473.0,1536.0,70611.0
Random Forest,len,legacy,legacy_univar_fro,rf,fro,1,0.5,0.4312250448469418,0.3025824265064155,0.7501509965774109,0.10998411966600072,0.881651033702183,0.8200834384557051,0.42716770611123833,0.7346546466842443,0.5977514625777678,3726.0,8588.0,1241.0,69496.0
Random Forest,composite,current,current_univar_fro,rf,fro,1,0.5,0.43121676170948936,0.31625939849624063,0.677471310650292,0.09316889503611496,0.8931138697908514,0.7921512078070885,0.41456506488455536,0.38225556127668897,0.5966454503986213,3365.0,7275.0,1602.0,70809.0
Random Forest,composite,current,current_univar_euclid,rf,euclid,1,0.5,0.43121676170948936,0.31625939849624063,0.677471310650292,0.09316889503611496,0.8931138697908514,0.7921512078070885,0.41456506488455536,0.38225556127668897,0.5966454503986213,3365.0,7275.0,1602.0,70809.0
XGBoost,composite,current,current_pair_js_fro,xgb,"js, fro",2,0.5,0.4251050420168067,0.28757194628011085,0.8147775317092812,0.12840018441678192,0.8682014665687349,0.8431886736462497,0.43385280086251304,0.5502264601338802,0.5909621458824954,4047.0,10026.0,920.0,68058.0
XGBoost,composite,current,current_pair_cos_euclid,xgb,"cos, euclid",2,0.5,0.41972124398591343,0.2784651836251152,0.851822025367425,0.14040008196301418,0.8591347485280129,0.8557109717022053,0.43633693265918844,0.6897333854310352,0.5845089582244098,4231.0,10963.0,736.0,67121.0
Random Forest,len,legacy,legacy_univar_js,rf,js,1,0.5,0.41861566700219077,0.2965106525750713,0.7116972015300986,0.10740996875160085,0.8817714416442909,0.8021436163892489,0.40867080643998194,0.6930841003004836,0.5815580820364427,3535.0,8387.0,1432.0,69697.0
One-Class SVM,composite,current,current_univar_cos,ocsvm,cos,1,0.1132209518265026,0.41952881067272213,0.39575151731524455,0.44634588282665594,0.043350750473848676,0.926129727516827,0.7014975661764037,0.38102059185393905,0.48521018287877654,0.579730439550976,2217.0,3385.0,2750.0,74699.0
XGBoost,composite,current,current_univar_avg_pool,xgb,avg_pool,1,0.5,0.4146449923415189,0.2747511786275537,0.8447755184215825,0.14184724143230368,0.8573527109848166,0.8514641384946394,0.4302724945271829,0.4567414799608556,0.5778644924638725,4196.0,11076.0,771.0,67008.0
Random Forest,len,current,current_geom_4,rf,"js, fro, cos, euclid",4,0.5,0.41667283630710006,0.3295081967213115,0.5665391584457419,0.0733312842579786,0.905130582413216,0.7466039370938816,0.38505163925769564,0.537236892485615,0.577657871090278,2814.0,5726.0,2153.0,72358.0
XGBoost,composite,current,current_pair_rare_avg_pool,xgb,"rare, avg_pool",2,0.5,0.4123629508359379,0.27360105332455564,0.8367223676263338,0.1413093591516828,0.8573767925732382,0.8477065042373255,0.4265617429475461,0.45162331368561076,0.5748313011921803,4156.0,11034.0,811.0,67050.0
Random Forest,len,current,current_full_6,rf,"js, fro, rare, cos, euclid, avg_pool",6,0.5,0.4132083891120036,0.3276329755867437,0.5592913227300181,0.0730111162337995,0.9049981336768973,0.7431401032481093,0.38085046111399135,0.5055869771943728,0.573439524242201,2778.0,5701.0,2189.0,72383.0
XGBoost,composite,current,current_univar_fro,xgb,fro,1,0.5,0.40859992764483943,0.27485746071478234,0.7958526273404469,0.13356129296654884,0.8622171918459741,0.831145667186949,0.4150373441453452,0.4739798791551147,0.5696398919032846,3953.0,10429.0,1014.0,67655.0
XGBoost,composite,current,current_univar_euclid,xgb,euclid,1,0.5,0.40859992764483943,0.27485746071478234,0.7958526273404469,0.13356129296654884,0.8622171918459741,0.831145667186949,0.4150373441453452,0.4739798791551147,0.5696398919032846,3953.0,10429.0,1014.0,67655.0
Random Forest,len,current,current_pair_cos_euclid,rf,"cos, euclid",2,0.5,0.4058987758608347,0.31493001555209954,0.5707670626132474,0.07897904820449772,0.9000734488446858,0.7458940072043748,0.375125807465203,0.54552548722822,0.5647296107903542,2835.0,6167.0,2132.0,71917.0
One-Class SVM,idle,current,current_pair_rare_avg_pool,ocsvm,"rare, avg_pool",2,5.43776242749594e-05,0.38359582098861683,0.8506224066390041,0.24763438695389572,0.0027662517289073307,0.9524027404847624,0.6224340676124942,0.4439334288295982,0.3081922625990786,0.5382361497866228,1230.0,216.0,3737.0,77868.0
One-Class SVM,idle,current,current_univar_avg_pool,ocsvm,avg_pool,1,5.43776242749594e-05,0.3833437305053026,0.8505190311418686,0.2474330581840145,0.0027662517289073307,0.9523906996905516,0.6223334032275536,0.4437191686956542,0.3080522041098134,0.5379588932070735,1229.0,216.0,3738.0,77868.0
One-Class SVM,len,current,current_geom_4,ocsvm,"js, fro, cos, euclid",4,0.09347056083485761,0.38175237314757904,0.2888590326581232,0.5627139118179988,0.08812304697505251,0.8909946900097531,0.7372954324214731,0.3507724643208247,0.18951233976019538,0.5352331648116789,2795.0,6881.0,2172.0,71203.0
XGBoost,len,legacy,legacy_mv,xgb,"js, fro, d_js, d_fro, rare",5,0.5,0.3756613756613757,0.24679264362004677,0.7861888463861486,0.15263050048665538,0.8437104911439959,0.8167791729497467,0.3825561718617378,0.7803646577683733,0.526435493728483,3905.0,11918.0,1062.0,66166.0
One-Class SVM,composite,current,current_univar_avg_pool,ocsvm,avg_pool,1,0.0002930476912315072,0.3731526088021556,0.31387362637362637,0.4600362391785786,0.06396957123098201,0.9075628228437947,0.6980333339737983,0.3321078965577315,0.21580111079041286,0.5252715923647615,2285.0,4995.0,2682.0,73089.0
XGBoost,len,current,current_full_6,xgb,"js, fro, rare, cos, euclid, avg_pool",6,0.5,0.3736179107761703,0.25703905540417804,0.6837125025166096,0.12571077301367758,0.8628914763217782,0.779000864751466,0.36176817813663187,0.6521963373998615,0.5243693564092496,3396.0,9816.0,1571.0,68268.0
One-Class SVM,composite,current,current_univar_fro,ocsvm,fro,1,0.00017024974384027836,0.3707930207558091,0.3146225091215268,0.4513791020736863,0.06254802520362686,0.9083815968501282,0.6944155384350297,0.32921056583228486,0.22384196993044492,0.5225050965432971,2242.0,4884.0,2725.0,73200.0
One-Class SVM,composite,current,current_univar_euclid,ocsvm,euclid,1,0.00017024974384027836,0.3707930207558091,0.3146225091215268,0.4513791020736863,0.06254802520362686,0.9083815968501282,0.6944155384350297,0.32921056583228486,0.22384196993044492,0.5225050965432971,2242.0,4884.0,2725.0,73200.0
One-Class SVM,composite,current,current_pair_rare_avg_pool,ocsvm,"rare, avg_pool",2,5.722379567085767e-06,0.36421777632010494,0.3072347489279292,0.4471511979061808,0.06413605860355515,0.9066356816895642,0.6915075696513129,0.32218648336958383,0.21973334409681444,0.5146470482216888,2221.0,5008.0,2746.0,73076.0
XGBoost,len,current,current_geom_4,xgb,"js, fro, cos, euclid",4,0.5,0.35891517599538375,0.24269296254256525,0.68874572176364,0.13671174632447108,0.8528494539499826,0.7760169877195845,0.34870894429167554,0.6499924205063035,0.505070311711715,3421.0,10675.0,1546.0,67409.0
One-Class SVM,len,current,current_full_6,ocsvm,"js, fro, rare, cos, euclid, avg_pool",6,0.09888917013535448,0.3524477547183455,0.27499435793274657,0.49063821220052345,0.08228318221402592,0.89217468784241,0.7041775149932488,0.3136392339098471,0.17216719370051464,0.4996930196917486,2437.0,6425.0,2530.0,71659.0
One-Class SVM,idle,current,current_univar_fro,ocsvm,fro,1,0.00040991936313994337,0.33908138597904913,0.8497576736672051,0.21179786591503927,0.0023820500998924235,0.950620702941566,0.6047079079075734,0.40979447899479854,0.28294729741673186,0.48942464542098013,1052.0,186.0,3915.0,77898.0
One-Class SVM,idle,current,current_univar_euclid,ocsvm,euclid,1,0.00040991936313994337,0.33908138597904913,0.8497576736672051,0.21179786591503927,0.0023820500998924235,0.950620702941566,0.6047079079075734,0.40979447899479854,0.28294729741673186,0.48942464542098013,1052.0,186.0,3915.0,77898.0
One-Class SVM,idle,current,current_pair_js_fro,ocsvm,"js, fro",2,0.02027204623723605,0.3340071528533666,0.7336065573770492,0.21622709885242603,0.004994621177193791,0.948429278395203,0.6056162388376162,0.3806341754887892,0.2888561158421595,0.4836630951507528,1074.0,390.0,3893.0,77694.0
Random Forest,len,current,current_pair_js_fro,rf,"js, fro",2,0.5,0.33364676383012065,0.27312379730596537,0.4286289510771089,0.07256288099994877,0.8976050860314746,0.67803303503858,0.2895210014816809,0.4007972965656369,0.4777580142397836,2129.0,5666.0,2838.0,72418.0
One-Class SVM,len,current,current_univar_cos,ocsvm,cos,1,0.0072815988323481785,0.31469518081235615,0.24929411764705883,0.42661566337829676,0.08171968649147072,0.8888755102286546,0.672447988443413,0.26982366398670254,0.3376463671572594,0.4542052876511946,2119.0,6381.0,2848.0,71703.0
